13.09.2024                          Dynamic List Display                                                                                   1


	ShPt	Plnt	SLoc	Delivery	Material	Item Description	 Dlv.Qty	BUn	Supplier Name	OPS	WM	GM	Deliv.date
	3000	3000	0001	681036360	237351	Clavo universal X-U 47 MX	  3.000	PC	HILTI			A	09.10.2024
	3000	3000	0001	681036361	237351	Clavo universal X-U 47 MX	  3.000	PC	HILTI			A	09.10.2024
	3000	3000	0001	681036362	237351	Clavo universal X-U 47 MX	  3.000	PC	HILTI			A	09.10.2024
	3000	3000	0001	680979471	237354	Clavo universal X-U 62 MX	  1.000	PC	HILTI			A	02.10.2024
	8650	8650	0001	206240570	241398	Anclaje de expansión HDV 1/2"x2"	    500	PC	HILTI			A	29.03.2024
	8330	8330	0001	681076170	243750	Ferr. de instalação HSD-M M10 3/8"X30	      2	PC	HILTI			A	15.10.2024
	3000	3000	0001	681150410	243751	Util de colocación HSD-M M10 3/8"X40	      1	PC	HILTI			A	06.11.2024
	3000	3000	0001	681036374	243752	Util de colocación HSD-M M12 1/2"X50	      2	PC	HILTI			A	09.10.2024
	3000	3000	0001	680859343	251834	Tuerca de sujeción rápida DD-CN-SML	     11	PC	HILTI			A	17.09.2024
	3000	3000	0001	680979484	251834	Tuerca de sujeción rápida DD-CN-SML	     11	PC	HILTI			A	02.10.2024
	8650	8650	0001	680996002	251834	Tuerca de sujeción rápida DD-CN-SML	      1	PC	HILTI			A	23.09.2024
	8650	8650	0001	681047853	251834	Tuerca de sujeción rápida DD-CN-SML	      4	PC	HILTI			A	30.09.2024
	8650	8650	0001	681106399	251834	Tuerca de sujeción rápida DD-CN-SML	      5	PC	HILTI			A	14.10.2024
	3000	3000	0001	681150402	251834	Tuerca de sujeción rápida DD-CN-SML	     11	PC	HILTI			A	06.11.2024
	8650	8650	0001	206240554	254684	Tubo X-PT 3FT	      3	PC	HILTI			A	29.03.2024
	8330	8330	0001	680907493	254684	Tubo X-PT 3FT	      3	PC	HILTI			A	11.09.2024
	3000	3000	0001	680979499	254684	Tubo X-PT 3FT	      4	PC	HILTI			A	02.10.2024
	8650	8650	0001	206240456	254687	Pieza de empuñadura X-PT cpl	      3	PC	HILTI			A	29.03.2024
	8650	8650	0001	206240456	254687	Pieza de empuñadura X-PT cpl	      3	PC	HILTI			A	29.03.2024
	3000	3000	0001	680979491	254687	Pieza de empuñadura X-PT cpl	      1	PC	HILTI			A	02.10.2024
	8330	8330	0001	681137076	254687	Peça do punho X-PT cpl	      2	PC	HILTI			A	29.10.2024
	8650	8650	0001	681047854	256312	Anclaje tipo cuña DBZ 6/4.5	    300	PC	HILTI			A	30.09.2024
	8330	8330	0001	680908211	258017	Manga roscada interior HIS-N M12x125	     10	PC	HILTI			A	12.09.2024
	8330	8330	0001	680907561	259271	Kit de limpeza DX	      1	PC	HILTI			A	11.09.2024
	8330	8330	0001	680967211	259768	Pistola dispensadora CF DS-1	     25	PC	HILTI			A	17.09.2024
	8330	8330	0001	680967212	259768	Pistola dispensadora CF DS-1	     25	PC	HILTI			A	17.09.2024
	8330	8330	0001	680967213	259768	Pistola dispensadora CF DS-1	     25	PC	HILTI			A	17.09.2024
	8650	8650	0001	680995983	259768	Dosificador CF DS-1	      5	PC	HILTI			A	23.09.2024
	8330	8330	0001	681106536	259768	Pistola dispensadora CF DS-1	     75	PC	HILTI			A	22.10.2024
	3000	3000	0001	681010494	267769	Sistema aspiración de polvo TE DRS-M	      1	PC	HILTI			A	12.08.2024
	8750	8750	0001	681050735	271953	Martillo perforador TE 2 220V maletín	     18	PC	HILTI			A	16.10.2024
	3000	3000	0001	681075227	271969	Perno roscado X-EW6H-28-9FP8	    200	PC				A	05.09.2024
	3000	3000	0001	681075227	271971	Perno roscado X-EW6H-20-9FP8	    200	PC				A	05.09.2024
	8650	8650	0001	206240545	271981	Perno roscado X-EM8H-15-12P8	 15.000	PC	HILTI			A	29.03.2024
	8750	8750	0001	680937783	271981	Perno roscado X-EM8H-15-12P8	  2.200	PC	HILTI			A	18.09.2024
	8750	8750	0001	681148155	271981	Perno roscado X-EM8H-15-12P8	  1.200	PC	HILTI			A	17.09.2024
	8750	8750	0001	681152501	271981	Perno roscado X-EM8H-15-12P8	  1.900	PC	HILTI			A	08.10.2024
	8750	8750	0001	680937783	271982	Perno roscado X-EM8H-15-12FP10	    400	PC	HILTI			A	18.09.2024
	8750	8750	0001	680937783	271982	Perno roscado X-EM8H-15-12FP10	    400	PC	HILTI			A	18.09.2024
	8750	8750	0001	680937805	271982	Perno roscado X-EM8H-15-12FP10	  3.000	PC	HILTI			A	18.09.2024
	8750	8750	0001	207785199	271984	Perno roscado X-EM10H-24-12P10	    700	PC	HILTI			A	09.02.2023
	8750	8750	0001	207799776	271984	Perno roscado X-EM10H-24-12P10	    700	PC	HILTI			A	13.02.2023
	3000	3000	0001	681150388	273118	Mandril TE 2-M NG/TE 7-C cpl	      1	PC	HILTI			A	06.11.2024
	3000	3000	0001	681150388	273118	Mandril TE 2-M NG/TE 7-C cpl	      1	PC	HILTI			A	06.11.2024
	8750	8750	0001	681152492	273118	Mandril TE 2-M NG/TE 7-C cpl	      1	PC	HILTI			A	08.10.2024
	3000	3000	0001	680859323	273203	Cepillo circular de alambre HIT-RB 7/16"	      1	PC	HILTI			A	17.09.2024
	3000	3000	0001	680792673	273204	Cepillo circular de alambre HIT-RB 1/2"	     10	PC	HILTI			A	13.09.2024
	3000	3000	0001	680859343	273204	Cepillo circular de alambre HIT-RB 1/2"	     10	PC	HILTI			A	17.09.2024
	3000	3000	0001	681025217	273205	Cepillo circular de alambre HIT-RB 9/16"	      3	PC	HILTI			A	18.09.2024
	3000	3000	0001	681036356	273205	Cepillo circular de alambre HIT-RB 9/16"	      3	PC	HILTI			A	09.10.2024
	3000	3000	0001	681036374	273205	Cepillo circular de alambre HIT-RB 9/16"	      1	PC	HILTI			A	09.10.2024
	3000	3000	0001	681036374	273205	Cepillo circular de alambre HIT-RB 9/16"	      2	PC	HILTI			A	09.10.2024
	3000	3000	0001	681088056	273205	Cepillo circular de alambre HIT-RB 9/16"	      9	PC	HILTI			A	23.10.2024
	3000	3000	0001	681139701	273205	Cepillo circular de alambre HIT-RB 9/16"	      3	PC	HILTI			A	19.09.2024
	3000	3000	0001	680792673	273210	Cepillo circular de alambre HIT-RB 3/4"	      8	PC	HILTI			A	13.09.2024
	3000	3000	0001	680859343	273211	Cepillo circular de alambre HIT-RB 7/8"	     24	PC	HILTI			A	17.09.2024
	3000	3000	0001	681150410	273212	Cepillo circular de alambre HIT-RB 1"	      1	PC	HILTI			A	06.11.2024
	8330	8330	0001	681076171	273216	Escova redonda de aço HIT-RB 1 1/4"	      2	PC	HILTI			A	15.10.2024
	3000	3000	0001	680859329	273217	Cepillo circular de alambre HIT-RB 1 3/8	      1	PC	HILTI			A	17.09.2024
	8330	8330	0001	681048007	273217	Escova redonda de aço HIT-RB 1 3/8"	      2	PC	HILTI			A	08.10.2024
	8330	8330	0001	681048029	273217	Escova redonda de aço HIT-RB 1 3/8"	      2	PC	HILTI			A	08.10.2024
	8330	8330	0001	681106582	273742	Berbequim/Furadeira UH 700 230V	      6	PC	HILTI			A	22.10.2024
	3000	3000	0001	681068957	273745	Taladro con percusión UH 700 120V	      4	PC				A	04.09.2024
	8330	8330	0001	681026105	274087	Abraçadeira p. electricidade X-EKSC 25 M	    100	PC	HILTI			A	11.10.2024
	8330	8330	0001	681026106	274087	Abraçadeira p. electricidade X-EKSC 25 M	    400	PC	HILTI			A	11.10.2024
	8650	8650	0001	206240480	281862	Empalme de manguera	     30	PC	HILTI			A	29.03.2024
	8330	8330	0001	681077475	282140	Punho lateral (M10) cpl	      1	PC	HILTI			A	17.09.2024
	8650	8650	0001	206240548	282299	Cincel puntero TE-CX SM 25	     30	PC	HILTI			A	29.03.2024
	8330	8330	0001	680907532	282299	Ponteiro TE-CX SM 25	     60	PC	HILTI			A	11.09.2024
	3000	3000	0001	680920047	282299	Cincel puntero TE-CX SM 25	    210	PC	HILTI			A	24.09.2024
	8650	8650	0001	680995992	282299	Cincel puntero TE-CX SM 25	     60	PC	HILTI			A	23.09.2024
	8650	8650	0001	681106392	282299	Cincel puntero TE-CX SM 25	     60	PC	HILTI			A	14.10.2024
	3000	3000	0001	680859320	282301	Escoplo TE-CX FM 25	     60	PC	HILTI			A	17.09.2024
	3000	3000	0001	680859327	282301	Escoplo TE-CX FM 25	     60	PC	HILTI			A	17.09.2024
	8330	8330	0001	680907531	282301	Escopro TE-CX FM 25	     16	PC	HILTI			A	11.09.2024
	8330	8330	0001	680937981	282301	Escopro TE-CX FM 25	      5	PC	HILTI			A	25.09.2024
	3000	3000	0001	680792672	282302	Espatula TE-CX SC 18/6	      1	PC	HILTI			A	13.09.2024
	8750	8750	0001	681048768	282302	Espatula TE-CX SC 18/6	      5	PC	HILTI			A	16.10.2024
	3000	3000	0001	680920046	282303	Espatula TE-CX SC 25/6	      3	PC	HILTI			A	24.09.2024
	3000	3000	0001	681036374	282303	Espatula TE-CX SC 25/6	      1	PC	HILTI			A	09.10.2024
	8330	8330	0001	681076189	282303	Espátula TE-CX SC 25/6	      7	PC	HILTI			A	15.10.2024
	3000	3000	0001	681088062	282303	Espatula TE-CX SC 25/6	      1	PC	HILTI			A	23.10.2024
	3000	3000	0001	680792673	282320	Porta-troquel X-462-HM	      2	PC	HILTI			A	13.09.2024
	3000	3000	0001	680859343	282320	Porta-troquel X-462-HM	      2	PC	HILTI			A	17.09.2024
	3000	3000	0001	681036376	282320	Porta-troquel X-462-HM	      2	PC	HILTI			A	09.10.2024
	8330	8330	0001	681106552	282320	Cabeça de marcação X-462-HM	      1	PC	HILTI			A	22.10.2024
	3000	3000	0001	681150413	282320	Porta-troquel X-462-HM	      2	PC	HILTI			A	06.11.2024
	3000	3000	0001	681150413	282320	Porta-troquel X-462-HM	      2	PC	HILTI			A	06.11.2024
	3000	3000	0001	680920046	282341	Mandril de cierre rápido TE 16/TE 30	      1	PC	HILTI			A	24.09.2024
	8650	8650	0001	680995987	282341	Mandril de cierre rápido TE 16/TE 30	      2	PC	HILTI			A	23.09.2024
	8650	8650	0001	680995987	282341	Mandril de cierre rápido TE 16/TE 30	      2	PC	HILTI			A	23.09.2024
	3000	3000	0001	681036374	282341	Mandril de cierre rápido TE 16/TE 30	      1	PC	HILTI			A	09.10.2024
	3000	3000	0001	681088062	282341	Mandril de cierre rápido TE 16/TE 30	      1	PC	HILTI			A	23.10.2024
	8650	8650	0001	681155241	282562	Anclaje a segmentos KB3 SS304 5/8x4 3/4	     15	PC	HILTI			A	16.10.2024
	3000	3000	0001	680859343	282987	Mandril DD-CS-BL	      1	PC	HILTI			A	17.09.2024
	8330	8330	0001	680967144	282987	Mandril DD-CS-BL	      3	PC	HILTI			A	17.09.2024
	3000	3000	0001	681036379	282987	Mandril DD-CS-BL	      1	PC	HILTI			A	09.10.2024
	3000	3000	0001	681088063	282987	Mandril DD-CS-BL	      2	PC	HILTI			A	23.10.2024
	3000	3000	0001	680859329	282990	Husillo de sujeción DD-CS-1/2"	     15	PC	HILTI			A	17.09.2024
	8650	8650	0001	680995987	282990	Husillo de sujeción DD-CS-1/2"	      8	PC	HILTI			A	23.09.2024
	8650	8650	0001	680995987	282990	Husillo de sujeción DD-CS-1/2"	      8	PC	HILTI			A	23.09.2024
	3000	3000	0001	681150410	282990	Husillo de sujeción DD-CS-1/2"	     15	PC	HILTI			A	06.11.2024
	3000	3000	0001	680979490	282991	Husillo de sujeción DD-CS-5/8"	      7	PC	HILTI			A	02.10.2024
	3000	3000	0001	681036374	282991	Husillo de sujeción DD-CS-5/8"	      1	PC	HILTI			A	09.10.2024
	3000	3000	0001	681036374	282991	Husillo de sujeción DD-CS-5/8"	      2	PC	HILTI			A	09.10.2024
	3000	3000	0001	681150410	282991	Husillo de sujeción DD-CS-5/8"	      5	PC	HILTI			A	06.11.2024
	8750	8750	0001	681048714	283507	Clavo chapa perfilada X-ENP-19 L15MX	  6.000	PC	HILTI			A	16.10.2024
	8750	8750	0001	681048782	283507	Clavo chapa perfilada X-ENP-19 L15MX	  2.000	PC	HILTI			A	16.10.2024
	3000	3000	0001	681150380	283508	Clavo chapa perfilada X-ENP-19 L15MXR	  6.000	PC	HILTI			A	06.11.2024
	3000	3000	0001	680920072	283512	Clavo chapa perfilada X-ENP-21 HVB	 72.000	PC	HILTI			A	24.09.2024
	3000	3000	0001	680920073	283512	Clavo chapa perfilada X-ENP-21 HVB	 18.000	PC	HILTI			A	24.09.2024
	8330	8330	0001	681077358	284385	Calha de instalação MQ-21-D-HDG plus 6m	    150	M	HILTI			A	15.10.2024
	8330	8330	0001	681109979	284385	Calha de instalação MQ-21-D-HDG plus 6m	    150	M	HILTI			A	22.10.2024
	3000	3000	0001	680979490	284891	Adaptador BS/BL	      2	PC	HILTI			A	02.10.2024
	3000	3000	0001	681036374	284891	Adaptador BS/BL	      2	PC	HILTI			A	09.10.2024
	8330	8330	0001	681076214	284891	Adaptador BS/BL	      1	PC	HILTI			A	15.10.2024
	3000	3000	0001	681036374	284978	Campana antipolvo (corte) DC-EX 125/5"C	      2	PC	HILTI			A	09.10.2024
	8650	8650	0001	681047853	284978	Campana antipolvo (corte) DC-EX 125/5"C	      3	PC	HILTI			A	30.09.2024
	3000	3000	0001	680792672	285486	Guía pernos X-76-F-HVB	      1	PC	HILTI			A	13.09.2024
	3000	3000	0001	680979490	285486	Guía pernos X-76-F-HVB	      1	PC	HILTI			A	02.10.2024
	3000	3000	0001	681036374	285486	Guía pernos X-76-F-HVB	      6	PC	HILTI			A	09.10.2024
	3000	3000	0001	680920028	285488	Pistón X-76-P-ENP	      1	PC	HILTI			A	24.09.2024
	3000	3000	0001	680979490	285488	Pistón X-76-P-ENP	      2	PC	HILTI			A	02.10.2024
	3000	3000	0001	681088062	285488	Pistón X-76-P-ENP	      1	PC	HILTI			A	23.10.2024
	3000	3000	0001	681150410	285493	Pistón X-76-P-HVB	     24	PC	HILTI			A	06.11.2024
	8750	8750	0001	681152503	285521	Cargador de clavos MX 76	      2	PC	HILTI			A	08.10.2024
	3000	3000	0001	681128490	285703	Atornilladora madera/t.seco SD 2500 120V	      1	PC	HILTI			A	25.09.2024
	8330	8330	0001	680907462	285718	Fixador de calha X-ET MX	160.000	PC	HILTI			A	11.09.2024
	8330	8330	0001	680907501	285718	Fixador de calha X-ET MX	160.000	PC	HILTI			A	11.09.2024
	8330	8330	0001	680907502	285718	Fixador de calha X-ET MX	160.000	PC	HILTI			A	11.09.2024
	8650	8650	0001	680996011	285718	Fijación de canaleta X-ET MX	 10.000	PC	HILTI			A	23.09.2024
	8330	8330	0001	681137092	285718	Fixador de calha X-ET MX	160.000	PC	HILTI			A	29.10.2024
	8650	8650	0001	206240548	286794	Extremo de inserción BS (M41)	     12	PC	HILTI			A	29.03.2024
	8330	8330	0001	680907456	286794	Encabadouro/Encaixe BS (M41)	      7	PC	HILTI			A	11.09.2024
	8330	8330	0001	680937915	286794	Encabadouro/Encaixe BS (M41)	      8	PC	HILTI			A	25.09.2024
	8750	8750	0001	681047769	286955	Pintura cortafuego CP 670 17,5kg	      4	PC	HILTI			A	16.10.2024
	8750	8750	0001	681047776	286955	Pintura cortafuego CP 670 17,5kg	      6	PC	HILTI			A	16.10.2024
	3000	3000	0001	680953323	289146	Vaso de impacto S-NSD 1/2"-3/8" S	      1	PC				A	15.08.2024
	8650	8650	0001	681047841	292918	Broca para taladro TE-YX 1"-36"	      8	PC	HILTI			A	30.09.2024
	8650	8650	0001	681047842	292918	Broca para taladro TE-YX 1"-36"	      8	PC	HILTI			A	30.09.2024
	8650	8650	0001	681047843	292918	Broca para taladro TE-YX 1"-36"	      8	PC	HILTI			A	30.09.2024
	3000	3000	0001	681055051	292918	Broca para taladro TE-YX 1"-36"	      1	PC				A	20.10.2024
	8650	8650	0001	681106410	292918	Broca para taladro TE-YX 1"-36"	      8	PC	HILTI			A	14.10.2024
	8650	8650	0001	681106411	292918	Broca para taladro TE-YX 1"-36"	      8	PC	HILTI			A	14.10.2024
	8650	8650	0001	206240561	292981	Broca para taladro TE-YX 1 1/8"-36"	      8	PC	HILTI			A	29.03.2024
	8650	8650	0001	206240562	292981	Broca para taladro TE-YX 1 1/8"-36"	      8	PC	HILTI			A	29.03.2024
	3000	3000	0001	680792676	292981	Broca para taladro TE-YX 1 1/8"-36"	      4	PC	HILTI			A	13.09.2024
	8650	8650	0001	680996029	293027	Broca para taladro TE-YX 1 1/4"-36"	      1	PC	HILTI			A	23.09.2024
	8650	8650	0001	680996031	293027	Broca para taladro TE-YX 1 1/4"-36"	      8	PC	HILTI			A	23.09.2024
	8650	8650	0001	680996044	293027	Broca para taladro TE-YX 1 1/4"-36"	      5	PC	HILTI			A	23.09.2024
	3000	3000	0001	680922140	293180	Broca para taladro TE-YX 22/130	      1	PC	HILTI			A	24.09.2024
	8330	8330	0001	680889507	293230	Broca p/ perfurar TE-YX 25/130	      2	PC	HILTI			A	16.09.2024
	8750	8750	0001	680937793	293410	Broca para taladro TE-YX 32/92	      1	PC	HILTI			A	18.09.2024
	3000	3000	0001	680920056	293474	Broca para taladro TE-YX 3/4"-36"	      9	PC	HILTI			A	24.09.2024
	3000	3000	0001	680920056	293474	Broca para taladro TE-YX 3/4"-36"	      6	PC	HILTI			A	24.09.2024
	3000	3000	0001	680920058	293474	Broca para taladro TE-YX 3/4"-36"	     15	PC	HILTI			A	24.09.2024
	3000	3000	0001	680920059	293474	Broca para taladro TE-YX 3/4"-36"	      1	PC	HILTI			A	24.09.2024
	8330	8330	0001	680937916	293480	Broca p/ perfurar TE-YX 7/8"-36"	      1	PC	HILTI			A	25.09.2024
	8330	8330	0001	681048018	298500	Porca de asa MQM-M8 HDG plus	    800	PC	HILTI			A	08.10.2024
	8330	8330	0001	681048019	298500	Porca de asa MQM-M8 HDG plus	    200	PC	HILTI			A	08.10.2024
	8330	8330	0001	681048015	298510	Porca de asa MQM-M10 HDG plus	  1.600	PC	HILTI			A	08.10.2024
	8330	8330	0001	681048016	298510	Porca de asa MQM-M10 HDG plus	    200	PC	HILTI			A	08.10.2024
	8330	8330	0001	681047933	304017	Porca de asa MQM-M12-R	     50	PC	HILTI			A	08.10.2024
	8330	8330	0001	681105298	304017	Porca de asa MQM-M12-R	     25	PC	HILTI			A	22.10.2024
	8330	8330	0001	681137130	304017	Porca de asa MQM-M12-R	     25	PC	HILTI			A	29.10.2024
	8330	8330	0001	681047943	304124	Braço de calha MQK-21 D/300-F	     60	PC	HILTI			A	08.10.2024
	8330	8330	0001	681137080	304124	Braço de calha MQK-21 D/300-F	     40	PC	HILTI			A	29.10.2024
	8330	8330	0001	681047934	304139	Porca de aperto MQA-M10-F	    650	PC	HILTI			A	08.10.2024
	8330	8330	0001	681105296	304139	Porca de aperto MQA-M10-F	    450	PC	HILTI			A	22.10.2024
	8330	8330	0001	681047930	304165	Suporte de calha MQP-21-72-F	     24	PC	HILTI			A	08.10.2024
	8330	8330	0001	680938045	304171	Ângulo de 2 furos MQW-2-F	     80	PC	HILTI			A	25.09.2024
	8330	8330	0001	681047935	304171	Ângulo de 2 furos MQW-2-F	    220	PC	HILTI			A	08.10.2024
	8330	8330	0001	681048017	304183	Grampo de ligação MQB-41-F	     10	PC	HILTI			A	08.10.2024
	8650	8650	0001	681047813	304196	Placa perforada MQZ-L9-F	    180	PC	HILTI			A	30.09.2024
	8650	8650	0001	681047815	304196	Placa perforada MQZ-L9-F	  1.920	PC	HILTI			A	30.09.2024
	3000	3000	0001	680860013	304197	Placa perforada MQZ-L11-F	    300	PC	HILTI			A	17.09.2024
	3000	3000	0001	680860013	304197	Placa perforada MQZ-L11-F	    200	PC	HILTI			A	17.09.2024
	3000	3000	0001	681035234	304197	Placa perforada MQZ-L11-F	    240	PC	HILTI			A	09.10.2024
	3000	3000	0001	681035237	304197	Placa perforada MQZ-L11-F	     40	PC	HILTI			A	09.10.2024
	3000	3000	0001	680860013	304198	Placa perforada MQZ-L13-F	     20	PC	HILTI			A	17.09.2024
	8330	8330	0001	681023360	304198	Placa perfurada MQZ-L13-F	    100	PC	HILTI			A	11.10.2024
	8650	8650	0001	681047813	304198	Placa perforada MQZ-L13-F	    100	PC	HILTI			A	30.09.2024
	8650	8650	0001	681047813	304198	Placa perforada MQZ-L13-F	    960	PC	HILTI			A	30.09.2024
	3000	3000	0001	680860013	304199	Placa perforada MQZ-L17-F	  3.280	PC	HILTI			A	17.09.2024
	3000	3000	0001	680860015	304199	Placa perforada MQZ-L17-F	    240	PC	HILTI			A	17.09.2024
	8330	8330	0001	681105293	304259	Abraç. cargas elev. MP-MI-F 3/4"	    200	PC	HILTI			A	22.10.2024
	8330	8330	0001	681047931	304260	Abraç. cargas elev. MP-MI-F 1"	    125	PC	HILTI			A	08.10.2024
	8330	8330	0001	681105302	304261	Abraç. cargas elev. MP-MI-F 1 1/4"	     75	PC	HILTI			A	22.10.2024
	8330	8330	0001	681105300	304264	Abraç. cargas elev. MP-MI-F 2"	     30	PC	HILTI			A	22.10.2024
	3000	3000	0001	680920046	304310	Cinta cortafuego CP 648-E-W45/1.8"	      2	PC	HILTI			A	24.09.2024
	3000	3000	0001	680920053	304310	Cinta cortafuego CP 648-E-W45/1.8"	      6	PC	HILTI			A	24.09.2024
	3000	3000	0001	680979490	304310	Cinta cortafuego CP 648-E-W45/1.8"	      1	PC	HILTI			A	02.10.2024
	3000	3000	0001	680979493	304310	Cinta cortafuego CP 648-E-W45/1.8"	     24	PC	HILTI			A	02.10.2024
	3000	3000	0001	681150410	304310	Cinta cortafuego CP 648-E-W45/1.8"	      4	PC	HILTI			A	06.11.2024
	3000	3000	0001	681036374	304529	Guía pernos X-5-460-F8	      3	PC	HILTI			A	09.10.2024
	3000	3000	0001	681150410	304529	Guía pernos X-5-460-F8	      3	PC	HILTI			A	06.11.2024
	3000	3000	0001	681051844	304559	Carril de montaje MQ-41 2m	     28	M				A	04.11.2024
	8330	8330	0001	681047927	304887	Parafuso simples MIA-EH90	     50	PC	HILTI			A	08.10.2024
	8650	8650	0001	681106391	304903	Broca helicoidal HSS 3,0x61mm "MP10	     30	PC	HILTI			A	14.10.2024
	8330	8330	0001	681106534	304903	Broca helicoidal HSS 3,0x61mm "MP10	     20	PC	HILTI			A	22.10.2024
	8330	8330	0001	681106532	304908	Broca helicoidal HSS 3,5x70mm "MP10	     20	PC	HILTI			A	22.10.2024
	8650	8650	0001	681106391	304910	Broca helicoidal HSS 4,0x75mm "MP10	     50	PC	HILTI			A	14.10.2024
	8330	8330	0001	681106533	304914	Broca helicoidal HSS 4,5x80mm "MP10	     20	PC	HILTI			A	22.10.2024
	8650	8650	0001	681106391	304916	Broca helicoidal HSS 5,0x86mm "MP10	     60	PC	HILTI			A	14.10.2024
	8650	8650	0001	681106391	304916	Broca helicoidal HSS 5,0x86mm "MP10	     30	PC	HILTI			A	14.10.2024
	8330	8330	0001	681106535	304916	Broca helicoidal HSS 5,0x86mm "MP10	     20	PC	HILTI			A	22.10.2024
	8330	8330	0001	681106530	304930	Broca helicoidal HSS 9.5x125mm "MP10	     20	PC	HILTI			A	22.10.2024
	8750	8750	0001	681048768	304931	Broca helicoidal HSS 10.0x133mm "MP10	     10	PC	HILTI			A	16.10.2024
	3000	3000	0001	681036374	304937	Broca helicoidal HSS 13.0x151mm "MP5	      5	PC	HILTI			A	09.10.2024
	8650	8650	0001	681047854	304937	Broca helicoidal HSS 13.0x151mm "MP5	     10	PC	HILTI			A	30.09.2024
	3000	3000	0001	680792672	304939	Broca helicoidal HSS 1-13 (25) juego	      4	PC	HILTI			A	13.09.2024
	3000	3000	0001	680859325	304939	Broca helicoidal HSS 1-13 (25) juego	      3	PC	HILTI			A	17.09.2024
	3000	3000	0001	680859325	304939	Broca helicoidal HSS 1-13 (25) juego	      8	PC	HILTI			A	17.09.2024
	3000	3000	0001	680859325	304939	Broca helicoidal HSS 1-13 (25) juego	      3	PC	HILTI			A	17.09.2024
	8750	8750	0001	681048695	304939	Broca helicoidal HSS 1-13 (25) juego	      2	PC	HILTI			A	16.10.2024
	8750	8750	0001	681048695	304939	Broca helicoidal HSS 1-13 (25) juego	      1	PC	HILTI			A	16.10.2024
	3000	3000	0001	680792666	305448	Pistón X-6-5-PGR	     25	PC	HILTI			A	13.09.2024
