13.09.2024                                                                                                                                                                                                                           Dynamic List Display                                                                                                                                                                                                                                                                                    1


		Material	Material Description	Plnt	MS	Typ	Combo Ind	BO items	      GrpValue	Curr.	BO quan.	Avail. QTY	Alt.ATP	SU	Altern.?	MM note	BO Note	Foc.Cust	l.postp.	maxDlvDate	ResCount	maxiPDdel.	maxRDdelay	maxPDdelay	 RES QTY	  PO qty	Next PO	  PO qty	Deliv.date	TABCD	XYZ	 PDT	ProcType	SPT	lastResc	PDcount	MRPCn	Name
		2210269	Ultimate exp anc KB-TZ2 1/2x10 SS316	3000	40	X6		      1	   29.337.757	CLP	    840	-840		PC				X	12.09.2024	10.10.2024	      2	        3	       21	        3	    840		13522913	    840	03.10.2024	D	N	 14	F	90	12.09.2024	     1	L02	Ana Sousa
		2294482	Fixing clamp OE FC-IN-M10/6 PT SS	8330	40	X6		      5	    5.191.767	CLP	    820	-820		PC				X		20.12.2024			       95		    900		13411883	    100	06.11.2024	D	Z	 78	F	20		     1	L11	Reinaldo Vargas
		2197938	Anchor rod HAS-V-36 HDG 3/4"x10"	3000	40	X6		      1	   14.116.560	CLP	    820	-820		PC				X	12.09.2024	10.10.2024	      2	        3	       21	        3	    840		13528339	    840	15.10.2024	D	Y	 14	F	90	12.09.2024	     1	L01	Ana Sousa
		2164507	Adhesive capsule HVU2 M12x110	8750	40	X0		      3	    5.904.525	CLP	    820	-820		PC				X	13.09.2024	27.11.2024	      1	       25	       52	       25	    360	    360	4537216293	    360	16.10.2024	A	X	 62	F	4C	13.09.2024	     1	L01	Ana Sousa
		2194340	Threaded stud X-BT-MR M10/15 SN 8	3000	33	Y1		      4	   14.840.962	CLP	    800	-800		PC				X	13.09.2024	01.11.2024	     18	       26	       80	       26		  1.300	4536903329	    400	19.08.2024	A	Y	 60	F	4C	13.09.2024	     1	L04	Angie Vergara
		2184534	Hexagon screw M12x25-F DIN 933 8.8 U	3000	40	X6		      1	      484.971	CLP	    800	-800		PC					09.09.2024	25.09.2024	      8	       20	       74	       20		    800	4536983072	    200	02.09.2024	D	Z	 60	F	4C	12.09.2024	     1	L06	Reinaldo Vargas
		2197986	Anchor rod HAS-E-55 3/8"x5-1/8"	3000	40	X0		      2	    2.109.491	CLP	    800	-800		PC				X	05.09.2024	26.09.2024	      3	       13	       29	       13	  1.600	  1.600	4537308899	  1.600	17.09.2024	B	X	 14	F	4M	05.09.2024	     1	L01	Ana Sousa
		2210173	Ultimate exp anc KB-TZ2 1/4x2 1/8	8650	40	X5		      1	      872.802	CLP	    800	-800		PC				X	12.09.2024	27.11.2024	      1	       13	       13	       13		  1.000	4537346855	  1.000	04.11.2024	D	Z	 56	F	90	12.09.2024	     1	L02	Ana Sousa
		2213356	Cast-in device CP 680-P 3''	8330	40	X0		      4	   24.224.630	CLP	    780	-780		PC				X	10.09.2024	11.10.2024	     11	       40	       63	       40		  1.616	4537020694	    416	19.08.2024	B	Y	 47	F	90	10.09.2024	     1	L03	Ana Sousa
		2210262	Ultimate exp anc KB-TZ2 1/2x5 1/2 SS304	3000	33	X0		      4	   18.810.153	CLP	    780	-780		PC				X	12.09.2024	21.10.2024	     14	       43	       46	       43	  4.920		13361675	    120	15.10.2024	T	X	 14	F	4M	12.09.2024	     1	L02	Ana Sousa
		3919663	Var. F1554 E55 Z, 5/8"x/ 16-21,5 / +200	8650	40	X6		      4	    2.198.400	CLP	    768	-768		PC				X	12.09.2024	26.12.2024	      1	        1	        2	        1						B	Y	  5	F	20	12.09.2024	     1	L01	Ana Sousa
		2208744	Bolt OS LS-M6x40 SS	8330	40	X0		      4	    1.202.359	CLP	  1.400	-742		PC				X	09.09.2024	20.12.2024	      2		      999		    380	    550	4537153514	    100	01.10.2024	D	Y	 78	F	20	09.09.2024	     1	L11	Reinaldo Vargas
		2210259	Ultimate exp anc KB-TZ2 1/2x10	3000	40	X6		      1	    7.094.984	CLP	    720	-720		PC					11.09.2024	03.10.2024	     10	       32	       51	       32		    720	4537341891	    720	24.09.2024	B	Y	 14	F	90	11.09.2024	     1	L02	Ana Sousa
		2210231	Ultimate exp anc KB-TZ2 1/4x2 1/2 SS316	3000	40	X0		      2	    5.182.663	CLP	    700	-700		PC				X	05.09.2024	24.09.2024	     18	       39	       55	       39	  1.200	  1.200	4537308879	  1.200	17.09.2024	C	Y	 14	F	4M	05.09.2024	     1	L02	Ana Sousa
		2349151	Grating disc X-FCM 48/53	8750	40	X6		      2	2.371.565.202	CLP	    700	-700		PC				X	04.09.2024	12.11.2024	      5		       73		    400	    300	4537203275	    300	10.09.2024	D	Z	155	F	4C	04.09.2024	     1	L04	Angie Vergara
		2210173	Ultimate exp anc KB-TZ2 1/4x2 1/8	3000	40	X0		      3	    1.151.706	CLP	    700	-700		PC				X		18.10.2024	      1		       36		  2.400		13451425	  2.400	15.10.2024	C	X	 14	F	4M	27.08.2024	     1	L02	Ana Sousa
		2210234	Ultimate exp anc KB-TZ2 3/8x2 1/2	3000	40	X0		      3	    2.827.542	CLP	    650	-650		PC				X	13.09.2024	22.10.2024	      7	       20	       44	       20	  3.600	    250	4537235659	    250	04.09.2024	B	X	 14	F	90	13.09.2024	     1	L02	Ana Sousa
		2272096	2-hole Baseplate MT-B-O2 OC	8320	33	X6		      2		CLP	    648	-648		PC						26.10.2024										D	Z	 54	F	9A		     1	BR1	Vergeli, Nicole
		2213357	Cast-in device CP 680-P 6''	8330	40	X0		      4	   70.114.436	CLP	    644	-644		PC				X	05.09.2024	11.10.2024	     13	       22	       63	       22		  1.394	4537020695	    453	19.08.2024	B	Y	 47	F	90	10.09.2024	     1	L03	Ana Sousa
		2224292	Hammer drill bit  TE-C 8/21 MP8	8750	40	X6		      2	    1.972.585	CLP	    632	-632		PC				X	28.08.2024	23.10.2024	      8	       32	      148	       32		    632	4537217366	     32	16.10.2024	D	Y	 62	F	4C	28.08.2024	     1	L09	Daniel Ruiz
		2210271	Ultimate exp anc KB-TZ2 5/8x4 3/4	3000	40	X0		      4	    3.562.109	CLP	    870	-630		PC				X	13.09.2024	24.09.2024	      1	        1	        7	        1	  2.160	  1.440	4537308898	  1.440	17.09.2024	A	X	 14	F	4M	13.09.2024	     1	L02	Ana Sousa
		3515072	T-Bar X-15002-ESL-W-2 slotted (25/ZPK)	3000	60	ND		      1	   20.345.048	CLP	    600	-600		PC				X	12.09.2024	05.11.2024	     26	       64	      100	       64		     24	4536981533	     24	12.08.2024	B	N	 40	F	20	12.09.2024	     1	L04	Angie Vergara
		2169074	T-head bolt HBC-40/22 M12x60 8.8F	8330	40	X5		      1	    3.560.132	CLP	    600	-600		PC				X		25.09.2024			       39		  1.400	  1.600	4537118401	  1.600	17.09.2024	D	N	 52	F	U0		     1	L02	Ana Sousa
		2231461	Premium exp anc KB1 1/2x7	3000	40	X5		      1	    3.192.743	CLP	    600	-600		PC				X	11.09.2024	02.10.2024	     11	       29	       35	       29		  1.520	4537235659	    360	04.09.2024	C	Y	 14	F	90	11.09.2024	     1	L02	Ana Sousa
		2210238	Ultimate exp anc KB-TZ2 3/8x3 3/4	8650	40	X0		      2	    1.075.000	CLP	    600	-600		PC				X		29.11.2024	      2		       40		  3.600		13506277	  2.000	11.11.2024	B	Y	 56	F	90	13.09.2024	     1	L02	Ana Sousa
		2105407	Universal nail X-P 36 B3 P7	3000	40	X5		      1		CLP	    600	-600		PC				X		17.12.2024					    400	    200	4536983107	    200	02.09.2024	D	Y	 60	F	4C		     1	L04	Angie Vergara
		416745	Screw anchor HUS3-P 6x40/5	8750	40	X0		      1	      547.854	CLP	    600	-600		PC				X		24.10.2024			       31		    900	  1.800	4537216242	    900	16.10.2024	C	X	 60	F	U0		     1	L02	Ana Sousa
		2151636	Hammer drill bit TE-CX 14/27	8330	40	X0		      8	   23.931.775	CLP	    650	-599		PC				X	04.09.2024	18.11.2024	      4	       13	       45	       13	     60	    204	4537289529	     40	13.09.2024	B	Y	 54	F	4C	04.09.2024	     1	L09	Daniel Ruiz
		2101918	Injectable mortar HIT-HY 170 500/2-EU	8330	40	X0		      3	   40.577.308	CLP	    587	-587		PC				X	13.09.2024	01.10.2024	      2	        1	       11	        1		  1.220	4537044095	    320	03.09.2024	A	X	 54	F	4C	13.09.2024	     1	L01	Ana Sousa
		2221944	Screw anchor KH-EZ CRC 1/2"x4"	3000	33	Y1		      2	    6.072.236	CLP	    575	-575		PC				X	13.09.2024	11.10.2024	     35	       41	       82	       41	  1.650		13282707	  1.650	03.10.2024	D	Z	 14	F	90	13.09.2024	     1	L02	Ana Sousa
		385875	Sleeve anchor HLC-EO 8x40	3000	40	X6		      1	      806.790	CLP	    550	-550		PC				X	14.08.2024	30.10.2024	      5	       12	       58	       12		    550	4537266540	    550	23.10.2024	C	Y	 58	F	U0	14.08.2024	     1	L02	Ana Sousa
		2105859	Stud anchor HST3 M16x145 45/25	8750	40	X5		      2	      948.255	CLP	    528	-528		PC				X		21.11.2024			       47		    504	    432	4537081726	    216	18.09.2024	B	X	 62	F	4C		     1	L02	Ana Sousa
		2323248	Threaded stud X-M6-8-87 DP7 SCT B3	8650	40	X5		      2		CLP	    500	-500		PC				X	09.07.2024	07.11.2024	     10					  1.000	4537152938	  1.000	23.09.2024	B	Y	 53	F	4C	09.07.2024	     1	L04	Angie Vergara
		2287818	Univ. anchor HUD-2 5x25 (500)	3000	40	X6		      1	       45.243	CLP	    500	-500		PC				X	04.09.2024	20.09.2024	      5	       21	       74	       21		    500	4536904802	    500	19.08.2024	D	N	 58	F	U0	04.09.2024	     1	L02	Ana Sousa
		2194353	Elec. connector X-BT-ER W10/7 SN 8	3000	40	X6		      1	    7.351.976	CLP	    500	-500		PC				X	13.09.2024	04.10.2024	     17	       16	       54	       16	  3.800		13398035	    200	01.10.2024	B	Z	 60	F	4C	13.09.2024	     1	L04	Angie Vergara
		2345768	Threaded stud S-BT-MF M8/7 AN 6 HL	8750	40	X5		      1	    2.133.053	CLP	    500	-500		PC				X		23.10.2024			       47		  1.500	    500	4537217375	    500	16.10.2024	B	Y	 62	F	4C		     1	L10	Angie Vergara
		418048	Screw anchor KH-EZ 1/4"x4"	8650	40	X6		      1	      950.124	CLP	    500	-500		PC					06.09.2024	08.10.2024	      6		       28			    500	4537312499	    500	16.09.2024	B	Y	 56	F	90	06.09.2024	     1	L02	Ana Sousa
		2210314	Ultimate exp anc KB-TZ2 3/4x8	3000	40	X0		      1	    5.697.823	CLP	    490	-490		PC				X	30.08.2024	04.10.2024	      3		        4		  3.840		13474978	    960	30.09.2024	B	X	 14	F	4M	30.08.2024	     1	L02	Ana Sousa
		2210272	Ultimate exp anc KB-TZ2 5/8x5 1/2	3000	33	X6		      3	    3.771.697	CLP	    465	-465		PC				X	13.09.2024	09.10.2024	      3	        4	       20	        4	    465		13522913	    255	03.10.2024	C	Y	 14	F	90	13.09.2024	     1	L02	Ana Sousa
		2231462	Premium exp anc KB1 5/8x4 1/4	8650	40	X0		      2	      787.800	CLP	    435	-435		PC				X	12.09.2024	30.10.2024	      2		       29			    720	4537137033	     75	23.09.2024	B	X	 56	F	90	13.09.2024	     1	L02	Ana Sousa
		2273633	Twist-Lock MT-TL M12 OC	3000	40	Y1		      1	    1.014.828	CLP	    420	-420		PC					09.09.2024	25.09.2024	     18	       45	       74	       45		    960	4536983966	    180	02.09.2024	C	Y	 58	F	U0	12.09.2024	     1	L14	Reinaldo Vargas
		2042729	Plug seal CFS-T RRS-43/0+5-23 GS	8330	40	X6		      2	   27.100.323	CLP	    412	-412		PC				X		27.11.2024			       52		     80	    332	4537117603	     32	17.09.2024	D	N	 54	F	4C		     1	L03	Ana Sousa
		2063737	Screw MC-S-M10 OC-A	8330	40	X6		      1	    2.504.277	CLP	    400	-400		PC				X	06.09.2024	16.10.2024	      2		       68		    400	    400	4537219601	    400	08.10.2024	C	Z	153	F	U4	06.09.2024	     1	L06	Reinaldo Vargas
		2194352	Elec. connector X-BT-ER M10/7 SN 8	3000	40	X6		      1	    3.920.621	CLP	    400	-400		PC				X	06.09.2024	26.09.2024	      4	        1	       50	        1		    400	4537188747	    400	22.08.2024	B	Z	 60	F	4C	06.09.2024	     1	L04	Angie Vergara
		2041604	Stud anchor HSV M8x75	8750	40	X5		      1	    1.555.137	CLP	    400	-400		PC				X	27.08.2024	27.09.2024	      5	        4	       51	        4		  2.400	4537081780	  2.400	18.09.2024	C	X	 60	F	U0	27.08.2024	     1	L02	Ana Sousa
		230609	Pivot anchor MF-SKD M10/200	3000	40	X6		      1	    3.494.999	CLP	    400	-400		PC					06.09.2024	10.10.2024	      8	        7	       56	        7		    400	4537132579	    400	25.09.2024	D	Z	 60	F	4C	06.09.2024	     1	L06	Reinaldo Vargas
		2184532	Flat washer 16 17x30x3-F ISO 7089 200 HV	8330	40	X5		      1	      114.696	CLP	    400	-400		PC				X	03.09.2024	04.11.2024	      2	        5	        5	        5		  4.450	4537340379	  3.750	11.09.2024	D	Z	 54	F	4C	03.09.2024	     1	L06	Reinaldo Vargas
		2305913	Bracket MFT-FOX V 54 S 11	8650	33	X6		      1	      705.836	CLP	    400	-400		PC				X	06.09.2024	03.10.2024	      6		       37			    400	4537219605	    400	07.10.2024	D	Z	 52	F	U4	09.09.2024	     1	L02	Ana Sousa
		2349159	Grating disc X-FCM-R 32/37	8750	40	X6		      2	1.403.683.920	CLP	    400	-400		PC				X	27.08.2024	27.11.2024	      2	       19	       68	       19	    300		13468193	    300	15.11.2024	D	Z	 62	F	4C	27.08.2024	     1	L04	Angie Vergara
		2230166	Sleeve anchor HA NG 8x45 R1	3000	40	X6		      1		CLP	    700	-400		PC				X		29.10.2024						    400	4537265522	    400	23.10.2024	C	Z	 60	F	4C		     1	L02	Ana Sousa
		2346077	Elec. connector S-BT-EF M10 HC 120 HL	3000	33	X6		      1	    6.944.484	CLP	    400	-400		PC				X	12.09.2024	05.11.2024	      3	        5	       41	        5						D	Z	 40	F	20	12.09.2024	     1	L10	Angie Vergara
		2116103	Insulating foam CF-I 65  ECO	8750	40	X6		      1	    6.166.367	CLP	    396	-396		PC				X	06.09.2024	01.10.2024	      9	        3	       59	        3		    396	4537081697	    336	18.09.2024	D	Y	 62	F	4C	06.09.2024	     1	L03	Ana Sousa
		2031400	Injectable mortar HIT-MM PLUS 500/2	8750	40	X0	A2	      4	5.056.638.319	CLP	    372	-372		PC				X	10.09.2024	15.12.2024	      2		       16		    480	    800	4537081705	    480	18.09.2024	T	X	 62	F	4C	10.09.2024	     1	L01	Ana Sousa
		2198008	Anchor rod HAS-E-55 7/8"x13"	8650	33	X5		      1	    5.081.891	CLP	    368	-368		PC				X	12.09.2024	23.10.2024	      3	       17	       17	       17		  2.368	4537137029	    368	23.09.2024	D	N	 56	F	90	12.09.2024	     1	L01	Ana Sousa
		2273691	Angle MT-FA-C M12 OC fixation	3000	40	Y1		      1	      504.335	CLP	    360	-360		PC					09.09.2024	28.11.2024	     26	       66	      119	       66	    600		13331668	    600	22.11.2024	D	Z	 59	F	U4	12.09.2024	     1	L14	Reinaldo Vargas
		418071	Screw anchor KH-EZ 1/2"x3"	8650	60	X0		      2	    1.143.935	CLP	    360	-360		PC				X	12.09.2024	24.10.2024	      2	        2	       41	        2		  2.520	4537270484	  2.520	21.10.2024	A	X	 53	F	4C	12.09.2024	     1	L02	Ana Sousa
		2197996	Anchor rod HAS-E-55 5/8"x9"	3000	33	X0		      3	    5.011.984	CLP	    360	-360		PC				X	10.09.2024	03.10.2024	      7		       23		  2.880	     20	4537242525	     20	06.09.2024	A	X	 14	F	4M	10.09.2024	     1	L01	Ana Sousa
		2139254	Anchor rod HIT-Z-D TP M16x205	3000	40	X6		      1	    3.200.114	CLP	    360	-360		PC					12.09.2024	26.11.2024	      1	        4	       51	        4	    360		13530261	    360	22.11.2024	D	Z	 60	F	4C	12.09.2024	     1	L01	Ana Sousa
		2080046	Flush anchor HDI+ 1/2"	8750	40	X5		      3	    1.096.056	CLP	    350	-350		PC				X	13.09.2024	04.10.2024	     55	      138	      170	      138		    600	4537349011	    600	26.09.2024	B	X	 41	F	90	13.09.2024	     1	L02	Ana Sousa
		418072	Screw anchor KH-EZ 1/2"x3 1/2"	8330	60	X5		      1	    2.484.517	CLP	    350	-350		PC					17.07.2024	24.09.2024	      2	        7	       61	        7		    375	4537204284	     25	30.09.2024	B	Y	 47	F	90	17.07.2024	     1	L02	Ana Sousa
		2205247	L.blt set LB-SET-LN-AV-M6x12 A4	3000	40	X6		      1	      166.673	CLP	    340	-340		PC				X	06.09.2024	04.10.2024	      6		       27			    340	4537290670	    340	03.09.2024	D	Z	 84	F	20	06.09.2024	     1	L11	Reinaldo Vargas
		2198012	Anchor rod HAS-E-55 1"x20"	3000	33	X0		      3	   17.045.323	CLP	    338	-338		PC				X	11.09.2024	03.10.2024	     15	        4	       51	        4	  1.728	    192	4537308877	    192	17.09.2024	A	X	 14	F	4M	11.09.2024	     1	L01	Ana Sousa
		2203480	Starter OS S-M WB-300-CH50-T/CH100-T SS	3000	40	X6		      1	   63.522.399	CLP	    333	-333		PC				X	06.09.2024	26.09.2024	      4		       20		    413	    338	4537288560	    338	03.09.2024	D	N	 91	F	20	06.09.2024	     1	L11	Reinaldo Vargas
		2150382	Concrete nail X-P 34 MX	3000	40	X6		      1	       99.095	CLP	    300	-300		PC				X	31.07.2024	19.11.2024	     18	      123	      174	      123		    300	4536452687	    300	27.05.2024	D	N	 58	F	U0	31.07.2024	     1	L04	Angie Vergara
		241396	Flush anchor HDV 1/4"x1"	3000	60	ND		      1	       85.283	CLP	    300	-300		PC				X	13.09.2024	23.06.2025	     65	       80	      276	       80						B	X	268	F	4C	13.09.2024	     1	L02	Ana Sousa
		331619	Univ. anchor HUD-1 12x60	3000	40	X6		      1	      117.118	CLP	    300	-300		PC				X	22.08.2024	29.10.2024	      3	        4	       50	        4		    300	4537266531	    300	23.10.2024	D	Z	 58	F	U0	22.08.2024	     1	L02	Ana Sousa
		336428	Flush anchor HDI 5/8"	8330	40	X5		      1	    1.979.782	CLP	    300	-300		PC				X	20.08.2024	14.10.2024	      1	        1	       39	        1		    350	4537270475	    350	14.10.2024	D	Z	 47	F	90	20.08.2024	     1	L02	Ana Sousa
		2194351	Elec. connector X-BT-ER M8/7 SN 8	3000	33	X5		      2	    2.116.401	CLP	    300	-300		PC				X	13.09.2024	23.09.2024	      1	        2	        9	        2	  1.800	  4.100	4536903334	    500	19.08.2024	A	Y	 60	F	4C	13.09.2024	     1	L04	Angie Vergara
		2197993	Anchor rod HAS-E-55 1/2"x10"	8650	40	X0		      1	    1.652.615	CLP	    300	-300		PC				X	12.09.2024	22.10.2024	      6	        2	       27	        2	  1.040	  1.000	4537137030	    500	23.09.2024	B	X	 56	F	90	12.09.2024	     1	L01	Ana Sousa
		256312	Wedge anchor DBZ 6/4.5	8650	40	X5		      1		CLP	    300	-300		PC						18.10.2024	      1				    400	    300	4537216408	    300	07.10.2024	C	Y	 53	F	4C	10.09.2024	     1	L02	Ana Sousa
		416746	Screw anchor HUS3-P 6x60/5/25	8750	40	X5		      1	      337.964	CLP	    300	-300		PC				X		22.11.2024			       51		  1.000		13486862	  1.000	15.11.2024	C	X	 60	F	U0		     1	L02	Ana Sousa
		2210238	Ultimate exp anc KB-TZ2 3/8x3 3/4	3000	40	X0		      1	    1.603.234	CLP	    300	-300		PC				X	12.09.2024	03.10.2024	      3		       13		 19.200	  2.750	4537235659	  2.750	04.09.2024	A	X	 14	F	4M	13.09.2024	     1	L02	Ana Sousa
		2105894	Stud anchor HST3 M24x200 -/30	8750	40	X5		      2	   14.129.289	CLP	    290	-290		PC				X	04.09.2024	01.10.2024	     11	       24	       78	       24		    420	4537081726	     40	18.09.2024	B	Y	 62	F	4C	04.09.2024	     1	L02	Ana Sousa
		2346083	Stepped drill bit TS-BT 5.3-65 S	8330	40	X0		     21	   33.209.579	CLP	    285	-287		PC				X	09.09.2024	13.02.2025	      3	       53	      115	       53	    786		13507065	    300	08.10.2024	B	X	 54	F	4C	09.09.2024	     1	L10	Angie Vergara
		2210257	Ultimate exp anc KB-TZ2 1/2x7	8650	40	X0		      1	    1.134.900	CLP	    280	-280		PC				X	12.09.2024	26.11.2024	      9	       12	       12	       12		    400	4537316273	    360	29.10.2024	C	Y	 56	F	90	12.09.2024	     1	L02	Ana Sousa
		2141950	Stud anchor KB-TZ 3/8x3 3/4	3000	60	ND		      2	      779.504	CLP	    250	-250		PC				X	13.09.2024	10.10.2024	    103	      104	      119	      104						D	N	 14	F	4M	13.09.2024	     1	L02	Ana Sousa
		2368807	Slider plate MT-SP	3000	33	X6		      4	    1.213.780	CLP	    250	-250		PC				X	11.09.2024	03.10.2024	      9	        3	       43	        3		    460	4537252791	    120	05.09.2024			 60	F	4C	11.09.2024	     1	L14	Reinaldo Vargas
		2305935	Bracket MFT-FOX V 54 L 6.5 / 11	8650	33	X6		      1	      717.211	CLP	    250	-250		PC				X	06.09.2024	03.10.2024	      6		       37			    250	4537219606	    250	07.10.2024	D	Z	 52	F	U4	09.09.2024	     1	L02	Ana Sousa
		2322101	Shear connector X-HVB 125	8650	40	X6		      1	    1.304.951	CLP	    250	-250		PC					12.09.2024	27.09.2024	      3		        8		    250		13528523	    250	25.09.2024	D	N	 51	F	U0	13.09.2024	     1	L04	Angie Vergara
		2172997	Cast-in device CP 680-P 4"	8330	40	Y1		      3	   36.031.040	CLP	    240	-240		PC				X	11.09.2024	11.10.2024	      9	       10	       58	       10	    600	  1.816	4537341285	      2	11.09.2024	B	Z	 47	F	90	11.09.2024	     1	L03	Ana Sousa
		435005	Hammer drill bit TE-CX 5/16"-18"	8650	40	X6		      1	    4.809.729	CLP	    235	-235		PC				X	11.09.2024	25.09.2024	      2		       10			    235	4537338921	    180	16.09.2024	B	Y	 53	F	4C	11.09.2024	     1	L09	Daniel Ruiz
		2140721	Recip. saw blade SPX 30 68 (10) univ	8330	40	Y1		      2	   21.450.582	CLP	    220	-220		PC				X	02.09.2024	01.10.2024	      4	       12	       57	       12		    300	4537081812	    130	10.09.2024	B	Y	 54	F	4C	02.09.2024	     1	L09	Daniel Ruiz
		284385	I.-Channel MQ-21-D-HDG plus 6m	8330	60	ND		      3	    3.067.807	CLP	    210	-210		M				X		26.11.2024			       55			    330	4537340379	     30	11.09.2024	C	X	 66	F	U4		     1	L06	Reinaldo Vargas
		418061	Screw anchor KH-EZ 3/8"x5"	3000	60	ND		      1	      821.941	CLP	    210	-210		PC				X	13.09.2024	09.10.2024	     10	       11	       27	       11						B	Y	 14	F	4M	13.09.2024	     1	L02	Ana Sousa
		2184531	Flat washer 12 13x24x2,5-F ISO 7089 200	3000	33	X6		      1	      141.338	CLP	    200	-200		PC					09.09.2024	24.09.2024	     12	       19	       73	       19		    200	4536903334	    200	19.08.2024	C	Y	 60	F	4C	12.09.2024	     1	L06	Reinaldo Vargas
		2323248	Threaded stud X-M6-8-87 DP7 SCT B3	3000	40	X5		      1	      750.675	CLP	    200	-200		PC				X	06.09.2024	09.10.2024	     11	       22	       75	       22		    300	4537132591	    300	25.09.2024	B	Z	 60	F	4C	06.09.2024	     1	L04	Angie Vergara
		2323247	Threaded stud X-M6-8-52 DP7 SCT B3	3000	40	X5		      1	      686.535	CLP	    200	-200		PC				X	06.09.2024	01.10.2024	     12	       61	       69	       61		  2.000	4537059280	  2.000	11.09.2024	B	Y	 60	F	4C	06.09.2024	     1	L04	Angie Vergara
		2210248	Ultimate exp anc KB-TZ2 3/8x3 SS316	3000	33	X0		      2	    6.181.235	CLP	    500	-200		PC				X		02.10.2024	      1		      999		  2.250	  2.000	4537341890	  1.000	24.09.2024	D	Z	 14	F	90	13.09.2024	     1	L02	Ana Sousa
		304017	Wing nut MQM-M12-R	8330	40	X6		      4	    1.411.909	CLP	    200	-200		PC				X		09.12.2024			       62			    100	4537216316	     50	08.10.2024	C	Z	 52	F	U0		     1	L06	Reinaldo Vargas
		2210234	Ultimate exp anc KB-TZ2 3/8x2 1/2	8650	40	X6		      1	      374.379	CLP	    200	-200		PC				X	13.09.2024	16.10.2024	      4	       12	       34	       12	    200		13486669	    200	11.10.2024	D	Z	 56	F	90	13.09.2024	     1	L02	Ana Sousa
		2208747	Bolt OS LS-M6x61 SS	8330	40	X6		      2	      241.096	CLP	    200	-200		PC				X		23.12.2024			       80							D	Z	 78	F	20		     1	L11	Reinaldo Vargas
		2184473	Hexagon nut M8 DIN 934 A4-70	3000	40	X6		      1	       79.761	CLP	    200	-200		PC				X	06.09.2024	07.10.2024	      5		       25		    200		13515727	    200	30.09.2024	D	Z	 60	F	4C	09.09.2024	     1	L06	Reinaldo Vargas
		2208752	Plate OS Etin TP SS/PA	8330	40	X0		      1	      417.437	CLP	    100	-200		PC				X		11.11.2024			       50			    550	4537153515	    100	01.10.2024	C	Y	 78	F	20		     1	L11	Reinaldo Vargas
		2349154	Grating disc X-FCM-F 32/37	3000	40	X5		      1	      917.280	CLP	    200	-200		PC				X	11.09.2024	29.11.2024	      1	        6	        6	        6	    200		13524283	    200	22.11.2024	D	Z	 60	F	4C	11.09.2024	     1	L04	Angie Vergara
